time,open,high,low,close,tick_volume,spread,real_volume
2026-07-31 08:45:00,63817.086,63876.9,63778.212,63800.734,2803,2424,0
2026-07-31 09:00:00,63800.735,63819.028,63720.838,63773.467,3479,2424,0
2026-07-31 09:15:00,63773.576,63781.301,63659.89,63668.775,3661,2424,0
2026-07-31 09:30:00,63668.775,63703.257,63600.137,63664.069,4469,2424,0
2026-07-31 09:45:00,63664.073,63721.938,63651.584,63687.838,3087,2424,0
2026-07-31 10:00:00,63687.801,63710.228,63575.824,63700.343,3339,2424,0
2026-07-31 10:15:00,63700.343,63791.452,63666.338,63788.738,2681,2424,0
2026-07-31 10:30:00,63788.738,63874.338,63788.67,63869.038,2687,2424,0
2026-07-31 10:45:00,63869.038,63922.262,63837.391,63884.938,2895,2424,0
2026-07-31 11:00:00,63884.938,63980.988,63869.743,63880.482,3291,2424,0
2026-07-31 11:15:00,63880.482,63943.67,63827.523,63868.125,3169,2424,0
2026-07-31 11:30:00,63868.1,63874.033,63813.038,63814.838,2647,2424,0
2026-07-31 11:45:00,63814.838,63829.96,63756.375,63778.138,2594,2424,0
2026-07-31 12:00:00,63778.138,63803.5,63672.544,63693.822,3049,2424,0
2026-07-31 12:15:00,63693.822,63750.928,63670.245,63721.411,3473,2424,0
2026-07-31 12:30:00,63721.411,63721.421,63593.85,63634.132,4109,2424,0
2026-07-31 12:45:00,63634.132,63737.584,63625.397,63726.597,3583,2424,0
2026-07-31 13:00:00,63726.597,63757.683,63689.969,63738.432,3224,2424,0
2026-07-31 13:15:00,63738.434,63805.979,63729.556,63797.84,3894,2424,0
2026-07-31 13:30:00,63797.84,63797.84,63429.138,63431.28,6259,2424,0
2026-07-31 13:45:00,63431.28,63504.616,63214.943,63247.5,6761,2424,0
2026-07-31 14:00:00,63247.292,63290.376,62417.412,62668.54,7088,2424,0
2026-07-31 14:15:00,62668.54,62731.245,62501.258,62623.176,7311,2424,0
2026-07-31 14:30:00,62622.832,62793.588,62573.646,62664.252,6901,2424,0
2026-07-31 14:45:00,62664.252,62783.887,62566.758,62662.811,5936,2424,0
2026-07-31 15:00:00,62662.664,62685.438,62523.829,62591.4,6107,2424,0
2026-07-31 15:15:00,62591.401,62692.285,62456.969,62559.079,5638,2424,0
2026-07-31 15:30:00,62559.079,62746.507,62533.959,62733.154,5509,2424,0
2026-07-31 15:45:00,62733.155,62735.332,62605.283,62694.186,4942,2424,0
2026-07-31 16:00:00,62694.185,62884.636,62682.597,62844.433,4855,2424,0
2026-07-31 16:15:00,62844.391,62911.96,62767.861,62897.555,4845,2424,0
2026-07-31 16:30:00,62897.625,62902.068,62783.89,62824.353,4375,2424,0
2026-07-31 16:45:00,62824.353,62864.11,62788.561,62846.151,3337,2424,0
2026-07-31 17:00:00,62846.152,62906.096,62779.271,62882.898,4131,2424,0
2026-07-31 17:15:00,62882.898,62983.393,62849.038,62951.687,4035,2424,0
2026-07-31 17:30:00,62951.69,63078.223,62931.412,63033.138,4482,2424,0
2026-07-31 17:45:00,63033.138,63269.32,63033.138,63214.507,4571,2424,0
2026-07-31 18:00:00,63214.504,63274.577,63104.601,63115.55,4416,2424,0
2026-07-31 18:15:00,63115.543,63156.031,63018.838,63024.018,3532,2424,0
2026-07-31 18:30:00,63024.018,63066.886,62933.888,63006.769,3542,2424,0
2026-07-31 18:45:00,63006.769,63150.487,63004.489,63063.02,3281,2424,0
2026-07-31 19:00:00,63063.02,63131.795,62998.553,63040.079,3486,2424,0
2026-07-31 19:15:00,63040.079,63046.4,62988.889,62992.192,3215,2424,0
2026-07-31 19:30:00,62992.192,63000.731,62905.08,62972.503,3628,2424,0
2026-07-31 19:45:00,62972.378,63028.55,62925.117,62946.283,3210,2424,0
2026-07-31 20:00:00,62945.96,62975.487,62911.212,62972.181,2458,2424,0
2026-07-31 20:15:00,62972.181,63001.738,62947.688,62973.101,2019,2424,0
2026-07-31 20:30:00,62973.103,62978.523,62920.549,62961.9,2778,2424,0
2026-07-31 20:45:00,62961.9,62980.9,62899.838,62927.478,4212,2424,0
2026-07-31 21:00:00,62927.478,62983.288,62812.442,62980.75,2027,2424,0
2026-07-31 21:15:00,62980.75,63012.048,62963.241,62983.786,2017,2424,0
2026-07-31 21:30:00,62983.786,63005.602,62960.839,63002.713,2182,2424,0
2026-07-31 21:45:00,63002.713,63035.83,62893.931,62923.538,2666,2424,0
2026-07-31 22:00:00,62923.538,62995.99,62833.297,62971.144,3027,2424,0
2026-07-31 22:15:00,62971.143,62993.709,62957.73,62957.885,2246,2424,0
2026-07-31 22:30:00,62957.921,62975.049,62885.994,62917.232,2640,2424,0
2026-07-31 22:45:00,62917.232,62938.738,62885.038,62915.53,2391,2424,0
2026-07-31 23:00:00,62915.53,62979.564,62915.518,62946.4,2237,2424,0
2026-07-31 23:15:00,62946.4,62989.254,62939.838,62954.85,2427,2424,0
2026-07-31 23:30:00,62954.846,62968.529,62917.919,62918.192,2062,2424,0
2026-07-31 23:45:00,62918.192,62918.9,62823.657,62858.68,2438,2424,0
2026-08-01 00:00:00,62858.681,62944.8,62858.68,62925.659,2902,2424,0
2026-08-01 00:15:00,62925.659,62973.184,62903.895,62940.684,2921,2424,0
